Entity,Project,PWS ID,SDWIS Population,County,Estimated Loan Amount,Loan Type,Estimated Award Date,Rate,District Office
Oak Hill,Water System Improvements,OH4000411,"3,067",Jackson,"$270,612 ",Design,24-Aug,PLN/DES,SEDO
Oak Hill,Water System Improvements,OH4000411,"3,067",Jackson,"$4,572,919 ",Construction,25-Apr,SML,SEDO
Old Straitsville Water Association,"State Route 93, Arnold & Price Road Water Line Replacement",OH6401403,"2,950",Perry,"$1,141,700 ",Construction,25-Jun,SML,SEDO
Oregon,Oregon WTP - Concrete Replacement Project,OH4800911,"19,950",Lucas,"$1,436,940 ",Construction,24-Aug,STD,NWDO
Ottawa County,Secondary Feed Water Line Eastern Ottawa County,OH6205011,"17,348",Ottawa,"$4,924,743 ",Construction,24-Oct,STD,NWDO
Oxford,Water Treatment Plant Membrane Softening Improvements,OH0902312,"23,192",Butler,"$20,488,000 ",Construction,25-Jan,STD,SWDO
Payne,East Merrin Street Waterline Replacement,OH6300712,"1,192",Paulding,"$21,000 ",Design,24-Aug,PLN/DES,NWDO
Payne,East Merrin Street Waterline Replacement,OH6300712,"1,192",Paulding,"$444,700 ",Construction,25-Feb,SML,NWDO
Pemberville,Downtown Business Alley Waterline Replacement,OH8701712,"1,590",Wood,"$182,000 ",Construction,25-Jun,SML,NWDO
Pemberville,Downtown Waterline Replacement,OH8701712,"1,360",Wood,"$2,200,000 ",Construction,25-Jun,SML,NWDO
Pemberville,Pine and Main Streets Waterline Replacement,OH8701712,"1,360",Wood,"$823,000 ",Construction,25-Jun,SML,NWDO
Perry County,Phase 6 Water Line Extension,OH64022703,"1,476",Perry,"$4,983,100 ",Construction,25-May,DIS/REG,SEDO
Perry County,Licking County Interconnect,OH6402703,"1,476",Perry,"$440,500 ",Construction,25-May,SML,SEDO
Phillipsburg,PFAS Remediation Project,OH570212,409,Montgomery,"$839,000 ",Design,24-Jul,PLN/DES,SWDO
Philo,Market St WL Replacement / 2nd St WL Ext,OH6001912,"1,050",Muskingum,"$16,250 ",Design,24-Jul,PLN/DES,SEDO
Philo,Market St WL Replacement / 2nd St WL Ext,OH6001912,"1,050",Muskingum,"$296,700 ",Construction,24-Dec,SML,SEDO
Pike Water Inc,Green Ridge Waterline Extension,OH6602412,"15,487",Pike,"$2,495,700 ",Construction,24-Jul,DIS/REG,SEDO
Pike Water Inc,SR 124 Waterline Replacement,OH6602412,"15,487",Pike,"$2,321,810 ",Construction,24-Jul,STD,SEDO
Pike Water Inc,Pike Water System - Generator,OH6602412,"15,487",Pike,"$380,000 ",Construction,24-Jul,DIS/REG,SEDO
Pomeroy,Breezy Heights Tank Proposed Wells,OH5300212,"1,953",Meigs,"$2,814,800 ",Construction,24-Sep,DIS/LSL,SEDO
Pomeroy,Breezy Heights Tank Proposed Wells,OH5300212,"1,508",Meigs,"$467,000 ",Design,24-Aug,PLN/DES,SEDO
Port Clinton,Water and Sanitary Sewer Infrastructure Improvements,OH6203211,"5,928",Ottawa,"$11,458,755 ",Construction,24-Oct,SML/LSL,NWDO
Port Clinton,Lead Service Line Replacement,OH6203211,"6,025",Ottawa,"$200,000 ",Planning,24-Jul,PLN/DES,NWDO
Port Clinton,Automated Meter Reads,OH6203211,"6,024",Ottawa,"$3,023,950 ",Construction,24-Oct,SML,NWDO
Port Clinton,Laurel Street Reconstruction,OH6203211,"6,024",Ottawa,"$325,000 ",Construction,25-May,SML/LSL,NWDO
Portage County,Mantua Water Treatment Plant Liquid Chlorine,OH6702212,950,Portage,"$508,102 ",Construction,24-Oct,SML/LSL,NEDO
Portage County,Village of Mantua Distribution Replacement Ph 2,OH6702212,"1,043",Portage,"$3,316,800 ",Construction,25-Mar,SML/LSL,NEDO
Portage County,Rootstown Twnshp Water Storage Improvements,OH6702812,"8,820",Portage,"$6,141,000 ",Construction,25-Jan,SML,NEDO
Portersville,East Branch Water Co Meter Replacement,OH6402303,"2,340",Perry,"$1,150,000 ",Construction,25-Apr,SML,SEDO
Put-in-Bay,Lead Service Line Replacement,OH6203311,141,Ottawa,"$382,500 ",Construction,25-Apr,SML/LSL,NWDO
Put-in-Bay,Lead Service Line Replacement,OH6203311,141,Ottawa,"$175,000 ",Planning,24-Sep,PLN/DES,NWDO
Put-in-Bay,Loraine Valve Replacement,OH6203311,700,Ottawa,"$63,150 ",Construction,24-Oct,SML,NWDO
Put-in-Bay,WTP Piping and Pumping Riser Rehabilitation,OH6203311,700,Ottawa,"$25,000 ",Design,24-Aug,PLN/DES,NWDO
Put-in-Bay,WTP Piping and Pumping Riser Rehabilitation,OH6203311,700,Ottawa,"$498,350 ",Construction,24-Oct,DIS,NWDO
Putnam Community Water Corp,PFAS Well Mitigation,OH8400712,"2,375",Washington,"$911,000 ",Construction,25-Jun,DIS/EC,SEDO
Putnam Community Water Corp,PFAS Well Mitigation,OH8400712,"2,375",Washington,"$40,000 ",Design,25-Jan,PLN/DES,SEDO
Putnam Community Water Corp,PFAS Bypass Mitigation,OH8400712,"2,375",Washington,"$20,000 ",Design,25-Jan,PLN/DES,SEDO
Putnam Community Water Corp,PFAS Bypass Mitigation,OH8400712,"2,375",Washington,"$300,000 ",Construction,25-Jun,DIS/EC,SEDO
Republic,Water Tower Replacement Project,OH7400812,556,Seneca,"$1,727,000 ",Construction,24-Aug,SML,NWDO
Roseville,Waterline Distribution System Replacement,OH6002112,"1,852",Perry,"$204,200 ",Construction,24-Oct,SML,SEDO
Sabina,Water System Improvements & Wilmington Interconnection,OH1400912,"2,564",Clinton,"$1,297,000 ",Design,24-Sep,PLN/DES,SWDO
Sabina,Water System Improvements & Wilmington Interconnection,OH1400912,"2,564",Clinton,"$12,984,000 ",Construction,25-Feb,REG,SWDO
Salem,Water Treatment Plant Rehabilitation Phase I,OH1502011,"16,850",Columbiana,"$6,186,637 ",Construction,24-Jul,STD,NEDO
Salem,Water Treatment Plant Rehabilitation Phase II,OH1502011,"16,850",Columbiana,"$5,413,368 ",Construction,25-Jun,STD,NEDO
Scio,2023 Waterline and LSL,OH3401312,763,Harrison,"$500,000 ",Construction,24-Jul,SML/LSL,SEDO
Scio,2024 Water Line and LSL Replacement,OH3401312,718,Harrison,"$150,000 ",Design,24-Jul,PLN/DES,SEDO
Scio,2024 Water Line and LSL Replacement,OH3401312,718,Harrison,"$1,550,000 ",Construction,25-Jan,SML/LSL,SEDO
Shreve,Waterline Replacement Phase 1-3,OH8503412,"1,514",Wayne,"$5,421,100 ",Construction,24-Oct,SML,NEDO
Somerset,Water Meter Replacement,OH6401111,"1,490",Perry,"$849,500 ",Construction,24-Oct,SML,SEDO
Somerset,Waterline Replacement,OH6401111,"1,490",Perry,"$2,895,600 ",Construction,24-Oct,SML,SEDO
South Charleston,Water System Improvements,OH1204212,"1,937",Clark,"$338,700 ",Design,24-Aug,PLN/DES,SWDO
South Charleston,Water Treatment Systems Upgrades,OH1204212,"1,950",Clark,"$4,305,175 ",Construction,25-Jan,SML/LSL,SWDO
South Vienna,WTP Design and Construction Services,OH1204312,568,Clark,"$345,900 ",Design,24-Oct,PLN/DES,SWDO
South Vienna,WTP Design and Construction Services,OH1204312,717,Clark,"$2,345,800 ",Construction,24-Dec,SML,SWDO
Southern Perry County Water District,Oakfield Area Water Line Improvements,OH6401603,"4,029",Perry,"$464,475 ",Construction,24-Aug,SML,SEDO
Southwest Licking Community Water and Sewer,Summit Road / Morse Road Water Line Extension,OH4505412,200,Licking,"$3,921,800 ",Construction,24-Dec,REG,CDO
Southwest Licking Community Water and Sewer,Outville Water Tank and Booster Station,OH4505412,"3,400",Licking,"$8,500,000 ",Construction,24-Dec,SML,CDO
Spencerville,2026 Village Water Improvements,OH201312,"2,198",Allen,"$99,100 ",Design,24-Aug,PLN/DES,NWDO
Springfield,Selma Road Water Service Replacement,OH1204412,"58,992",Clark,"$1,103,113 ",Construction,24-Sep,STD/LSL,SWDO
Steubenville,"Water Filtration Plant, Phase 2 Plant Improvements",OH4102411,"17,753",Jefferson,"$1,300,000 ",Design,24-Sep,PLN/DES,SEDO
Steubenville,"Water Filtration Plant, Phase 2 Plant Improvements",OH4102411,"17,753",Jefferson,"$15,340,000 ",Construction,25-Apr,STD,SEDO
Sunday Creek Valley Water,St. Rt. 550 WL Repl & Tank Rehab,OH0501503,"5,451",Athens,"$1,334,603 ",Construction,24-Aug,DIS,SEDO
Thurston,Maple & Oak Street Waterline Improvements,OH2302903,604,Fairfield,"$567,380 ",Construction,24-Sep,SML,CDO
Toledo,Distribution System Improvements,OH4801411,"429,191",Lucas,"$70,000,000 ",Construction,25-Jun,STD,NWDO
Toledo,Alum System Improvements,OH4801411,"429,191",Lucas,"$5,000,000 ",Construction,24-Sep,STD,NWDO
Toledo,Lead Service Line Replacement,OH6203211,"268,508",Lucas,"$1,000,000 ",Construction,25-Mar,STD/LSL,NWDO
Toronto,Walton Acres Phase 1 Waterline Improvements,OH4102811,"4,923",Jefferson,"$1,500,000 ",Construction,24-Aug,SML,SEDO
Toronto,Walton Acres Phase 2 Waterline Improvements,OH4202811,"5,395",Jefferson,"$90,000 ",Design,24-Aug,PLN/DES,SEDO
Toronto,Walton Acres Phase 2 Waterline Improvements,OH4102813,"5,395",Jefferson,"$1,500,000 ",Construction,25-Mar,SML,SEDO
Trenton,Water System - 1.5 MG Elevated Storage,OH903012,"13,305",Butler,"$8,092,056 ",Construction,25-Jan,STD,SWDO
Tri-County Rural Water & Sewer District,PFAS Treatment,OH8403112,"3,225",Washington,"$162,200 ",Design,24-Jul,PLN/DES,SEDO
Tri-County Rural Water & Sewer District,PFAS Treatment,OH8403112,"3,225",Washington,"$1,776,700 ",Construction,25-Jan,DIS/EC,SEDO
Tri-County Water Authority,Water Meter Replacement,OH3401403,"1,610",Harrison,"$507,031 ",Construction,24-Oct,SML,SEDO
Tuppers Plains/Chester Water District,"Success Rd, SR 248, and Bashan Rd Water Line Imp.",OH5300612,"16,087",Meigs,"$8,838,300 ",Construction,24-Dec,STD,SEDO
Tuscarawas,Cherry Street,OH7901512,"1,432",Tuscarawas,"$1,200,000 ",Construction,24-Aug,SML,SEDO
Upper Sandusky,Crawford Waterline Extension,OH8800511,200,Wyandot,"$295,000 ",Design,24-Oct,PLN/DES,NWDO
Upper Sandusky,Crawford Waterline Extension,OH8800511,200,Wyandot,"$2,830,000 ",Construction,25-Jun,DIS/REG,NWDO
Wakeman,West Abbott Street Waterline Improvements,OH3901411,"1,047",Huron,"$182,610 ",Construction,25-Jan,SML,NWDO
Wakeman,Lead Service Line Replacement,OH3901411,990,Huron,"$48,000 ",Planning,24-Jul,PLN/DES,NWDO
Wapakoneta,Industrial Park Water Distribution System Improvements Ph 1,OH661721,"9,954",Auglaize,"$3,600,000 ",Construction,24-Sep,SML,NWDO
Wapakoneta,Industrial Park Water Distribution System Improvements Ph 2,OH661721,"9,954",Auglaize,"$11,597,000 ",Construction,24-Dec,SML,NWDO
Warren,2022 Waterline Replacement Program (Areas B and C),OH7803811,"54,900",Trumbull,"$3,372,975 ",Construction,24-Oct,STD/LSL,NEDO
Warren County,Ion Exchange Treatment at Richard A Rennker WTP,OH8301512,"14,700",Warren,"$732,500 ",Design,24-Sep,PLN/DES,SWDO
Warren County,Ion Exchange Treatment at Richard A Rennker WTP,OH8301512,"14,700",Warren,"$9,500,000 ",Construction,24-Oct,STD/EC,SWDO
Wellington,West Street and Johns Street Improvements,OH4701511,"5,135",Lorain,"$413,893 ",Construction,24-Jul,SML,NEDO
Wellington,Lead Service Line Replacement,OH4701511,"4,802",Lorain,"$1,085,500 ",Construction,25-Jun,SML/LSL,NEDO
Wellington,Distribution Meter Replacements,OH4701511,"4,799",Lorain,"$24,685 ",Design,24-Oct,PLN/DES,NEDO
Wellington,Distribution Meter Replacements,OH4701511,"4,799",Lorain,"$2,236,925 ",Construction,25-Jun,SML,NEDO
Wellington,Lead Service Line Replacement,OH4701511,"4,466",Lorain,"$200,000 ",Planning,24-Aug,PLN/DES,NEDO
Wellington,WTP Fire Restoration,OH4701511,"4,466",Lorain,"$70,000 ",Design,24-Jul,PLN/DES,NEDO
Wellington,WTP Fire Restoration,OH4701511,"4,802",Lorain,"$1,180,000 ",Construction,24-Oct,SML,NEDO
Wellston,Water Treatment Plant Phase 2,OH4001912,"7,000",Jackson,"$13,759,040 ",Construction,25-Jan,DIS,SEDO
Wellston,Pennsylvania Ave Watermain Replacement,OH4001912,"7,000",Jackson,"$3,314,541 ",Construction,25-Mar,SML,SEDO
West Carrollton,WTP Improvements,OH5702812,"13,051",Montgomery,"$7,838,000 ",Construction,24-Dec,STD,SWDO
West Farmington,New Water Wells,OH7803911,775,Trumbull,"$189,600 ",Design,24-Sep,PLN/DES,NEDO
West Farmington,New Water Wells,OH7803911,775,Trumbull,"$1,140,600 ",Construction,25-Mar,DIS,NEDO
Western Water Company,PFAS Treatment Process Removal,OH8300512,"39,508",Warren,"$4,000,000 ",Construction,25-Jan,STD/EC,SWDO
Whitehouse,Whitehouse Elevated Storage Tank,OH4801612,"5,200",Lucas,"$1,556,469 ",Construction,24-Jul,SML,NWDO
Wilmington,WTP PFAS Treatment,OH1401211,"12,401",Clinton,"$1,000,000 ",Design,25-Feb,PLN/DES,SWDO
Wintersville,Fire Department Waterline Connection,OH4103003,"3,892",Jefferson,"$60,100 ",Construction,24-Sep,SML,SEDO
Woodville,Elevated Water Storage Tank,OH7200912,"1,976",Sandusky,"$1,417,370 ",Construction,24-Dec,SML,NWDO
Woodville,Pine Street Waterline Replacement,OH7200912,"1,976",Sandusky,"$20,000 ",Design,24-Jul,PLN/DES,NWDO
Woodville,Pine Street Waterline Replacement,OH7200912,"1,976",Sandusky,"$222,000 ",Construction,25-Jun,SML,NWDO
Woodville,Water Street and WWTP Service Loop,OH7200912,"2,006",Sandusky,"$1,500,000 ",Construction,24-Dec,SML,NWDO
Woodville,Water Street and WWTP Service Loop,OH7200912,"1,976",Sandusky,"$205,000 ",Design,24-Jul,PLN/DES,NWDO
Wooster,Well S-4,OH8504512,"26,618",Wayne,"$100,000 ",Design,24-Dec,PLN/DES,NEDO
Wooster,Well S-4,OH8504512,"26,618",Wayne,"$1,000,000 ",Construction,25-Feb,STD/EC,NEDO
York Township Water Authority,Arman Hill Waterline Replacement,OH0701713,189,Belmont,"$3,636,050 ",Construction,25-Feb,DIS,SEDO
Youngstown,"Buckeye Plat, Cochran Park Water Main & LSL Replacement",OH5002303,"50,000",Mahoning,"$14,000,000 ",Construction,25-Apr,STD/LSL,NEDO
Zaleski,New Water Tank,OH8200512,230,Vinton,"$120,000 ",Design,24-Oct,PLN/DES,SEDO
Zaleski,New Water Tank,OH8200512,230,Vinton,"$483,000 ",Construction,25-Jun,SML,SEDO
Zanesville,Lead Service Line Replacement,OH6002712,"29,381",Muskingum,"$2,579,994 ",Design,25-Apr,PLN/DES,SEDO
Zanesville,Lead Service Line Replacement,OH6002712,"29,381",Muskingum,"$21,499,950 ",Construction,25-Jun,STD,SEDO
